Date,close
09-Jun-22,16478.1
08-Jun-22,16356.25
07-Jun-22,16416.35
06-Jun-22,16569.55
03-Jun-22,16584.3
02-Jun-22,16628
01-Jun-22,16522.75
31-May-22,16584.55
30-May-22,16661.4
27-May-22,16352.45
26-May-22,16170.15
25-May-22,16025.8
24-May-22,16125.15
23-May-22,16214.7
20-May-22,16266.15
19-May-22,15809.4
18-May-22,16240.3
17-May-22,16259.3
16-May-22,15842.3
13-May-22,15782.15
12-May-22,15808
11-May-22,16167.1
10-May-22,16240.05
09-May-22,16301.85
06-May-22,16411.25
05-May-22,16682.65
04-May-22,16677.6
02-May-22,17069.1
29-Apr-22,17102.55
28-Apr-22,17245.05
27-Apr-22,17038.4
26-Apr-22,17200.8
25-Apr-22,16953.95
22-Apr-22,17171.95
21-Apr-22,17392.6
20-Apr-22,17136.55
19-Apr-22,16958.65
18-Apr-22,17173.65
13-Apr-22,17475.65
12-Apr-22,17530.3
11-Apr-22,17674.95
08-Apr-22,17784.35
07-Apr-22,17639.55
06-Apr-22,17807.65
05-Apr-22,17957.4
04-Apr-22,18053.4
01-Apr-22,17670.45
31-Mar-22,17464.75
30-Mar-22,17498.25
29-Mar-22,17325.3
28-Mar-22,17222
25-Mar-22,17153
24-Mar-22,17222.75
23-Mar-22,17245.65
22-Mar-22,17315.5
21-Mar-22,17117.6
17-Mar-22,17287.05
16-Mar-22,16975.35
15-Mar-22,16663
14-Mar-22,16871.3
11-Mar-22,16630.45
10-Mar-22,16594.9
09-Mar-22,16345.35
08-Mar-22,16013.45
07-Mar-22,15863.15
04-Mar-22,16245.35
03-Mar-22,16498.05
02-Mar-22,16605.95
28-Feb-22,16793.9
25-Feb-22,16658.4
24-Feb-22,16247.95
23-Feb-22,17063.25
22-Feb-22,17092.2
21-Feb-22,17206.65
18-Feb-22,17276.3
17-Feb-22,17304.6
16-Feb-22,17322.2
15-Feb-22,17352.45
14-Feb-22,16842.8
11-Feb-22,17374.75
10-Feb-22,17605.85
09-Feb-22,17463.8
08-Feb-22,17266.75
07-Feb-22,17213.6
04-Feb-22,17516.3
03-Feb-22,17560.2
02-Feb-22,17780
01-Feb-22,17576.85
31-Jan-22,17339.85
28-Jan-22,17101.95
27-Jan-22,17110.15
25-Jan-22,17277.95
24-Jan-22,17149.1
21-Jan-22,17617.15
20-Jan-22,17757
19-Jan-22,17938.4
18-Jan-22,18113.05
17-Jan-22,18308.1
14-Jan-22,18255.75
13-Jan-22,18257.8
12-Jan-22,18212.35
11-Jan-22,18055.75
10-Jan-22,18003.3
07-Jan-22,17812.7
06-Jan-22,17745.9
05-Jan-22,17925.25
04-Jan-22,17805.25
03-Jan-22,17625.7
31-Dec-21,17354.05
30-Dec-21,17203.95
29-Dec-21,17213.6
28-Dec-21,17233.25
27-Dec-21,17086.25
24-Dec-21,17003.75
23-Dec-21,17072.6
22-Dec-21,16955.45
21-Dec-21,16770.85
20-Dec-21,16614.2
17-Dec-21,16985.2
16-Dec-21,17248.4
15-Dec-21,17221.4
14-Dec-21,17324.9
13-Dec-21,17368.25
10-Dec-21,17511.3
09-Dec-21,17516.85
08-Dec-21,17469.75
07-Dec-21,17176.7
06-Dec-21,16912.25
03-Dec-21,17196.7
02-Dec-21,17401.65
01-Dec-21,17166.9
30-Nov-21,16983.2
29-Nov-21,17053.95
26-Nov-21,17026.45
25-Nov-21,17536.25
24-Nov-21,17415.05
23-Nov-21,17503.35
22-Nov-21,17416.55
18-Nov-21,17764.8
17-Nov-21,17898.65
16-Nov-21,17999.2
15-Nov-21,18109.45
12-Nov-21,18102.75
11-Nov-21,17873.6
10-Nov-21,18017.2
09-Nov-21,18044.25
08-Nov-21,18068.55
04-Nov-21,17916.8
03-Nov-21,17829.2
02-Nov-21,17888.95
01-Nov-21,17929.65
29-Oct-21,17671.65
28-Oct-21,17857.25
27-Oct-21,18210.95
26-Oct-21,18268.4
25-Oct-21,18125.4
22-Oct-21,18114.9
21-Oct-21,18178.1
20-Oct-21,18266.6
19-Oct-21,18418.75
18-Oct-21,18477.05
14-Oct-21,18338.55
13-Oct-21,18161.75
12-Oct-21,17991.95
11-Oct-21,17945.95
08-Oct-21,17895.2
07-Oct-21,17790.35
06-Oct-21,17646
05-Oct-21,17822.3
04-Oct-21,17691.25
01-Oct-21,17532.05
30-Sep-21,17618.15
29-Sep-21,17711.3
28-Sep-21,17748.6
27-Sep-21,17855.1
24-Sep-21,17853.2
23-Sep-21,17822.95
22-Sep-21,17546.65
21-Sep-21,17562
20-Sep-21,17396.9
17-Sep-21,17585.15
16-Sep-21,17629.5
15-Sep-21,17519.45
14-Sep-21,17380
13-Sep-21,17355.3
09-Sep-21,17369.25
08-Sep-21,17353.5
07-Sep-21,17362.1
06-Sep-21,17377.8
03-Sep-21,17323.6
02-Sep-21,17234.15
01-Sep-21,17076.25
31-Aug-21,17132.2
30-Aug-21,16931.05
27-Aug-21,16705.2
26-Aug-21,16636.9
25-Aug-21,16634.65
24-Aug-21,16624.6
23-Aug-21,16496.45
20-Aug-21,16450.5
18-Aug-21,16568.85
17-Aug-21,16614.6
16-Aug-21,16563.05
13-Aug-21,16529.1
12-Aug-21,16364.4
11-Aug-21,16282.25
10-Aug-21,16280.1
09-Aug-21,16258.25
06-Aug-21,16238.2
05-Aug-21,16294.6
04-Aug-21,16258.8
03-Aug-21,16130.75
02-Aug-21,15885.15
30-Jul-21,15763.05
29-Jul-21,15778.45
28-Jul-21,15709.4
27-Jul-21,15746.45
26-Jul-21,15824.45
23-Jul-21,15856.05
22-Jul-21,15824.05
20-Jul-21,15632.1
19-Jul-21,15752.4
16-Jul-21,15923.4
15-Jul-21,15924.2
14-Jul-21,15853.95
13-Jul-21,15812.35
12-Jul-21,15692.6
09-Jul-21,15689.8
08-Jul-21,15727.9
07-Jul-21,15879.65
06-Jul-21,15818.25
05-Jul-21,15834.35
02-Jul-21,15722.2
01-Jul-21,15680
30-Jun-21,15721.5
29-Jun-21,15748.45
28-Jun-21,15814.7
25-Jun-21,15860.35
24-Jun-21,15790.45
23-Jun-21,15686.95
22-Jun-21,15772.75
21-Jun-21,15746.5
18-Jun-21,15683.35
17-Jun-21,15691.4
16-Jun-21,15767.55
15-Jun-21,15869.25
14-Jun-21,15811.85
11-Jun-21,15799.35
10-Jun-21,15737.75
09-Jun-21,15635.35
08-Jun-21,15740.1
07-Jun-21,15751.65
04-Jun-21,15670.25
03-Jun-21,15690.35
02-Jun-21,15576.2
01-Jun-21,15574.85
31-May-21,15582.8
28-May-21,15435.65
27-May-21,15337.85
26-May-21,15301.45
25-May-21,15208.45
24-May-21,15197.7
21-May-21,15175.3
20-May-21,14906.05
19-May-21,15030.15
18-May-21,15108.1
17-May-21,14923.15
14-May-21,14677.8
12-May-21,14696.5
11-May-21,14850.75
10-May-21,14942.35
07-May-21,14823.15
06-May-21,14724.8
05-May-21,14617.85
04-May-21,14496.5
03-May-21,14634.15
30-Apr-21,14631.1
29-Apr-21,14894.9
28-Apr-21,14864.55
27-Apr-21,14653.05
26-Apr-21,14485
23-Apr-21,14341.35
22-Apr-21,14406.15
20-Apr-21,14296.4
19-Apr-21,14359.45
16-Apr-21,14617.85
15-Apr-21,14581.45
13-Apr-21,14504.8
12-Apr-21,14310.8
09-Apr-21,14834.85
08-Apr-21,14873.8
07-Apr-21,14819.05
06-Apr-21,14683.5
05-Apr-21,14637.8
01-Apr-21,14867.35
31-Mar-21,14690.7
30-Mar-21,14845.1
26-Mar-21,14507.3
25-Mar-21,14324.9
24-Mar-21,14549.4
23-Mar-21,14814.75
22-Mar-21,14736.4
19-Mar-21,14744
18-Mar-21,14557.85
17-Mar-21,14721.3
16-Mar-21,14910.45
15-Mar-21,14929.5
12-Mar-21,15030.95
10-Mar-21,15174.8
09-Mar-21,15098.4
08-Mar-21,14956.2
05-Mar-21,14938.1
04-Mar-21,15080.75
03-Mar-21,15245.6
02-Mar-21,14919.1
01-Mar-21,14761.55
26-Feb-21,14529.15
25-Feb-21,15097.35
24-Feb-21,14982
23-Feb-21,14707.8
22-Feb-21,14675.7
19-Feb-21,14981.75
18-Feb-21,15118.95
17-Feb-21,15208.9
16-Feb-21,15313.45
15-Feb-21,15314.7
12-Feb-21,15163.3
11-Feb-21,15173.3
10-Feb-21,15106.5
09-Feb-21,15109.3
08-Feb-21,15115.8
05-Feb-21,14924.25
04-Feb-21,14895.65
03-Feb-21,14789.95
02-Feb-21,14647.85
01-Feb-21,14281.2
29-Jan-21,13634.6
28-Jan-21,13817.55
27-Jan-21,13967.5
25-Jan-21,14238.9
22-Jan-21,14371.9
21-Jan-21,14590.35
20-Jan-21,14644.7
19-Jan-21,14521.15
18-Jan-21,14281.3
15-Jan-21,14433.7
14-Jan-21,14595.6
13-Jan-21,14564.85
12-Jan-21,14563.45
11-Jan-21,14484.75
08-Jan-21,14347.25
07-Jan-21,14137.35
06-Jan-21,14146.25
05-Jan-21,14199.5
04-Jan-21,14132.9
01-Jan-21,14018.5
31-Dec-20,13981.75
30-Dec-20,13981.95
29-Dec-20,13932.6
28-Dec-20,13873.2
24-Dec-20,13749.25
23-Dec-20,13601.1
22-Dec-20,13466.3
21-Dec-20,13328.4
18-Dec-20,13760.55
17-Dec-20,13740.7
16-Dec-20,13682.7
15-Dec-20,13567.85
14-Dec-20,13558.15
11-Dec-20,13513.85
10-Dec-20,13478.3
09-Dec-20,13529.1
08-Dec-20,13392.95
07-Dec-20,13355.75
04-Dec-20,13258.55
03-Dec-20,13133.9
02-Dec-20,13113.75
01-Dec-20,13109.05
27-Nov-20,12968.95
26-Nov-20,12987
25-Nov-20,12858.4
24-Nov-20,13055.15
23-Nov-20,12926.45
20-Nov-20,12859.05
19-Nov-20,12771.7
18-Nov-20,12938.25
17-Nov-20,12874.2
14-Nov-20,12780.25
13-Nov-20,12719.95
12-Nov-20,12690.8
11-Nov-20,12749.15
10-Nov-20,12631.1
09-Nov-20,12461.05
06-Nov-20,12263.55
05-Nov-20,12120.3
04-Nov-20,11908.5
03-Nov-20,11813.5
02-Nov-20,11669.15
30-Oct-20,11642.4
29-Oct-20,11670.8
28-Oct-20,11729.6
27-Oct-20,11889.4
26-Oct-20,11767.75
23-Oct-20,11930.35
22-Oct-20,11896.45
21-Oct-20,11937.65
20-Oct-20,11896.8
19-Oct-20,11873.05
16-Oct-20,11762.45
15-Oct-20,11680.35
14-Oct-20,11971.05
13-Oct-20,11934.5
12-Oct-20,11930.95
09-Oct-20,11914.2
08-Oct-20,11834.6
07-Oct-20,11738.85
06-Oct-20,11662.4
05-Oct-20,11503.35
01-Oct-20,11416.95
30-Sep-20,11247.55
29-Sep-20,11222.4
28-Sep-20,11227.55
25-Sep-20,11050.25
24-Sep-20,10805.55
23-Sep-20,11131.85
22-Sep-20,11153.65
21-Sep-20,11250.55
18-Sep-20,11504.95
17-Sep-20,11516.1
16-Sep-20,11604.55
15-Sep-20,11521.8
14-Sep-20,11440.05
11-Sep-20,11464.45
10-Sep-20,11449.25
09-Sep-20,11278
08-Sep-20,11317.35
07-Sep-20,11355.05
04-Sep-20,11333.85
03-Sep-20,11527.45
02-Sep-20,11535
01-Sep-20,11470.25
31-Aug-20,11387.5
28-Aug-20,11647.6
27-Aug-20,11559.25
26-Aug-20,11549.6
25-Aug-20,11472.25
24-Aug-20,11466.45
21-Aug-20,11371.6
20-Aug-20,11312.2
19-Aug-20,11408.4
18-Aug-20,11385.35
17-Aug-20,11247.1
14-Aug-20,11178.4
13-Aug-20,11300.45
12-Aug-20,11308.4
11-Aug-20,11322.5
10-Aug-20,11270.15
07-Aug-20,11214.05
06-Aug-20,11200.15
05-Aug-20,11101.65
04-Aug-20,11095.25
03-Aug-20,10891.6
31-Jul-20,11073.45
30-Jul-20,11102.15
29-Jul-20,11202.85
28-Jul-20,11300.55
27-Jul-20,11131.8
24-Jul-20,11194.15
23-Jul-20,11215.45
22-Jul-20,11132.6
21-Jul-20,11162.25
20-Jul-20,11022.2
17-Jul-20,10901.7
16-Jul-20,10739.95
15-Jul-20,10618.2
14-Jul-20,10607.35
13-Jul-20,10802.7
10-Jul-20,10768.05
09-Jul-20,10813.45
08-Jul-20,10705.75
07-Jul-20,10799.65
06-Jul-20,10763.65
03-Jul-20,10607.35
02-Jul-20,10551.7
01-Jul-20,10430.05
30-Jun-20,10302.1
29-Jun-20,10312.4
26-Jun-20,10383
25-Jun-20,10288.9
24-Jun-20,10305.3
23-Jun-20,10471
22-Jun-20,10311.2
19-Jun-20,10244.4
18-Jun-20,10091.65
17-Jun-20,9881.15
16-Jun-20,9914
15-Jun-20,9813.7
12-Jun-20,9972.9
11-Jun-20,9902
10-Jun-20,10116.15
09-Jun-20,10046.65
08-Jun-20,10167.45
05-Jun-20,10142.15
04-Jun-20,10029.1
03-Jun-20,10061.55
02-Jun-20,9979.1
01-Jun-20,9826.15
29-May-20,9580.3
28-May-20,9490.1
27-May-20,9314.95
26-May-20,9029.05
22-May-20,9039.25
21-May-20,9106.25
20-May-20,9066.55
19-May-20,8879.1
18-May-20,8823.25
15-May-20,9136.85
14-May-20,9142.75
13-May-20,9383.55
12-May-20,9196.55
11-May-20,9239.2
08-May-20,9251.5
07-May-20,9199.05
06-May-20,9270.9
05-May-20,9205.6
04-May-20,9293.5
30-Apr-20,9859.9
29-Apr-20,9553.35
28-Apr-20,9380.9
27-Apr-20,9282.3
24-Apr-20,9154.4
23-Apr-20,9313.9
22-Apr-20,9187.3
21-Apr-20,8981.45
20-Apr-20,9261.85
17-Apr-20,9266.75
16-Apr-20,8992.8
15-Apr-20,8925.3
13-Apr-20,8993.85
09-Apr-20,9111.9
08-Apr-20,8748.75
07-Apr-20,8792.2
03-Apr-20,8083.8
01-Apr-20,8253.8
31-Mar-20,8597.75
30-Mar-20,8281.1
27-Mar-20,8660.25
26-Mar-20,8641.45
25-Mar-20,8317.85
